	z_a	z_e	a	e	a_logits	e_logits	e_in
114	[-1.2188186645507812, -1.9263709783554077, -1.1661112308502197, 0.26264137029647827, 1.1124383211135864, -0.5975217223167419, -1.58705735206604, -0.3961947560310364]	[2.772963285446167, -2.988461494445801, 0.19848012924194336, -1.6353282928466797, 3.4759459495544434, -3.3788793087005615, -0.21066196262836456, 1.5902241468429565, 4.05934476852417, -2.860522747039795, 1.1052532196044922, 0.30502915382385254, 0.023220092058181763, 2.6874635219573975, 1.286028265953064, -1.12248694896698]	7.0	4.0	[-0.884896457195282, 0.9820354580879211, -1.0743274688720703, 1.564736008644104, 0.38939520716667175, -0.23605619370937347, -0.18098624050617218, 2.344496726989746]	[-0.26265794038772583, 0.13366751372814178, -0.25054454803466797, -0.6626954674720764, 1.4619996547698975, -0.6463310122489929, -0.6099975109100342, -0.722173810005188, -0.5712902545928955, -0.5174129605293274, -0.5192872881889343]	4
115	[-0.8299971222877502, -1.9170218706130981, -0.45851194858551025, 0.5690170526504517, 0.4607553780078888, -0.23447178304195404, 0.6033411026000977, -0.21334025263786316]	[0.9544100165367126, -2.157897472381592, -1.8838348388671875, -0.15511968731880188, 1.8535752296447754, -0.162591814994812, 1.7715810537338257, 2.2280020713806152, 4.423646926879883, -1.280783772468567, 0.9438185691833496, 1.1720982789993286, -1.423233151435852, 0.666274905204773, 0.17247319221496582, -1.2843600511550903]	7.0	6.0	[-0.6280644536018372, -0.6787291765213013, -1.332066297531128, 0.2776726186275482, -0.5410100817680359, -1.5616463422775269, -0.04597623273730278, 0.9312657713890076]	[-0.5657055377960205, 2.277791976928711, 0.5641170740127563, -0.7416344881057739, -0.7085235118865967, 1.3969693183898926, 3.048656702041626, 2.579970359802246, 2.128512144088745, 2.192883253097534, 2.0478415489196777]	3
116	[0.08385346829891205, 0.8772573471069336, -1.0737735033035278, 0.7800724506378174, -0.9486114382743835, 0.16415156424045563, -2.897512674331665, -0.8473023176193237]	[0.4636980891227722, 0.5157100558280945, 0.6230984330177307, 0.6780080795288086, -0.8379485607147217, -0.43279629945755005, -0.8844441771507263, 0.9566637277603149, -0.8537449240684509, -0.17354139685630798, -1.2694573402404785, -0.9798641800880432, 0.9862961173057556, -1.0197834968566895, -1.205673098564148, 1.3123784065246582]	5.0	4.0	[0.10520029067993164, 1.0042005777359009, 0.9347421526908875, 0.0954376831650734, 0.7270259857177734, 1.6322683095932007, 1.05020010471344, -0.44697141647338867]	[-0.511807382106781, -0.3101828992366791, -0.778313934803009, -0.24097421765327454, 1.6206793785095215, -0.36574479937553406, -0.6129443049430847, -0.8015047907829285, -0.672088623046875, -0.7030780911445618, -0.5666732788085938]	0
117	[0.6716499328613281, -1.1040606498718262, -0.23735806345939636, -0.4560030996799469, -1.3557149171829224, 0.13634194433689117, 0.9418472647666931, -1.0631539821624756]	[-0.90262770652771, -0.6336869597434998, -0.25294819474220276, -0.8910845518112183, 1.5550596714019775, 0.4621102809906006, 0.05005967617034912, -1.149814248085022, 1.2553131580352783, -1.6476001739501953, -0.2219025045633316, 0.5912473797798157, -0.21315330266952515, 0.7791446447372437, -1.6121785640716553, -0.5633435249328613]	6.0	2.0	[-1.0190225839614868, -1.1076644659042358, -0.6753655672073364, -0.5832421779632568, 0.35737791657447815, -1.0433568954467773, 0.9665123820304871, -1.686769962310791]	[-0.5175463557243347, 0.3590826392173767, 3.314617395401001, -0.4803301692008972, -0.25456222891807556, 0.5375292301177979, 1.53043794631958, 1.7056604623794556, 1.7552963495254517, 1.461456298828125, 1.5796236991882324]	2
118	[0.06640379130840302, -0.20165656507015228, -0.6450760960578918, 0.4871297776699066, 0.2828865349292755, 0.3156028389930725, 0.4967872202396393, -0.3177598714828491]	[-0.3919040560722351, -0.5496416687965393, -1.103672742843628, -0.251708060503006, 0.2709559202194214, 0.5234388709068298, 0.8516899347305298, -0.21113961935043335, -0.20464861392974854, -0.17146098613739014, -0.0789244994521141, 0.4402180314064026, 0.13196280598640442, -1.898941993713379, -0.751987099647522, -0.009386411868035793]	6.0	1.0	[-0.02336471900343895, -0.7343913912773132, -0.58046555519104, -0.7331733107566833, -0.5137168169021606, -0.10892710089683533, 0.15691857039928436, -0.12962238490581512]	[-0.5273878574371338, 3.4150402545928955, 0.07320795208215714, -0.45918387174606323, -0.46875250339508057, -0.0640590563416481, 0.3419778048992157, 0.7864762544631958, 1.1430895328521729, 1.0944688320159912, 0.96943199634552]	1
119	[-0.05024883151054382, 0.08499008417129517, -0.5588803291320801, 0.4558510184288025, -0.8577439188957214, 0.3165942430496216, -1.9048320055007935, -0.8484625220298767]	[1.1317195892333984, 1.0247044563293457, 1.2733887434005737, 0.9750828742980957, -0.06241150200366974, 0.2708722949028015, -0.45832765102386475, -1.0521910190582275, -0.5406999588012695, -0.1130838692188263, -1.7098653316497803, 0.665395975112915, 1.2920206785202026, -0.8464034199714661, 0.6094957590103149, 1.0025410652160645]	6.0	3.0	[-0.03794899210333824, 0.4657074213027954, 0.552314281463623, 0.17353810369968414, 0.4132509231567383, 0.780750572681427, 0.9201114177703857, -0.4894404709339142]	[-0.963371217250824, -0.4362293481826782, -0.6717482209205627, 2.1612701416015625, -0.6100162267684937, -0.5964279770851135, -0.33482810854911804, -0.5313566327095032, -0.6404217481613159, -0.7439998388290405, -0.7338976263999939]	3
120	[-0.4576770067214966, -0.7352437973022461, 0.5129476189613342, 0.7097883224487305, 1.4791662693023682, 0.09713228046894073, 0.23514717817306519, -0.44179463386535645]	[0.3693532347679138, 2.2261369228363037, -0.4848060607910156, 0.922062337398529, 3.4836981296539307, -1.9475017786026, -0.753879189491272, 1.0384941101074219, 0.01089620590209961, 0.5422815680503845, 2.9992480278015137, -0.5314576625823975, 1.3280103206634521, 0.030126571655273438, 1.1431844234466553, 0.27219587564468384]	7.0	3.0	[0.27715104818344116, -0.687548041343689, -0.5996004939079285, 0.5894494652748108, -1.1956266164779663, 0.1733321100473404, -0.5487067103385925, 0.8934200406074524]	[-0.6242332458496094, -0.601176381111145, -0.2623582184314728, 1.916368007659912, -1.012621521949768, 1.6621116399765015, 0.20020237565040588, -0.00958425272256136, 0.3019389510154724, -0.08634034544229507, 0.3201466202735901]	4
121	[-0.04468834400177002, 0.0666513442993164, -0.9572322368621826, -0.7210195064544678, -1.375260591506958, 0.9373846054077148, -0.9721571803092957, -0.9177498817443848]	[-0.25849854946136475, 0.6045598983764648, 1.6127173900604248, -1.385184645652771, -1.8571882247924805, 1.2766518592834473, 0.3829367160797119, 1.2206878662109375, -2.1423537731170654, 0.3715553879737854, -2.6044931411743164, 0.5566158890724182, -0.8968819379806519, -0.7586103081703186, -1.6221237182617188, 0.3362610638141632]	6.0	0.0	[-0.4015277624130249, 0.30638766288757324, 0.4077840745449066, -0.6279159188270569, 0.6880998015403748, 0.6361216306686401, 0.8768515586853027, -1.135743498802185]	[0.41490256786346436, -0.5144966840744019, -0.9184969663619995, -0.15657486021518707, 0.34069880843162537, -0.5464714765548706, -0.8715891242027283, -1.1405565738677979, -0.9843041896820068, -1.127577781677246, -0.9302788972854614]	0
122	[-0.37444958090782166, 1.1419813632965088, -0.7578870058059692, -0.060977280139923096, -1.6052099466323853, 0.20994932949543, -0.5297526121139526, -0.3839903771877289]	[-1.4874908924102783, 3.1809260845184326, 1.9457881450653076, 0.5445587038993835, -0.38868647813796997, 0.8834606409072876, -0.36608970165252686, 0.8479552268981934, -3.458373546600342, 0.04804888367652893, -0.7471494674682617, 0.3190150260925293, 0.5060498118400574, -3.8931617736816406, -2.2581005096435547, -1.3074254989624023]	2.0	0.0	[0.028044607490301132, -0.12932096421718597, 0.47507041692733765, -1.4207128286361694, 0.15743473172187805, 0.31700170040130615, 0.032044656574726105, -1.5281635522842407]	[2.154961109161377, -0.5293782353401184, -0.6440861225128174, -1.0398787260055542, -0.7702308893203735, -0.5007120370864868, -0.5634360313415527, -0.7231002449989319, -0.6744048595428467, -0.8511661887168884, -0.7131805419921875]	0
123	[-1.1671104431152344, 0.7287033796310425, 0.5666080117225647, -0.8304521441459656, -0.11873751878738403, 0.8740490674972534, 0.03792595863342285, 0.3758825361728668]	[-2.802644968032837, 4.244383811950684, 0.1480257511138916, 1.4883548021316528, 0.11080309748649597, 0.6623186469078064, -1.0858159065246582, 0.5678849816322327, -2.6849935054779053, 0.1601790189743042, -3.0199804306030273, 0.09625162929296494, -0.680439829826355, -3.230238437652588, -1.5303471088409424, 1.0304738283157349]	0.0	6.0	[1.2039846181869507, -0.017424004152417183, 0.665932834148407, -0.952522337436676, -0.5957505106925964, -0.23761394619941711, -1.107532262802124, -0.31782156229019165]	[-0.5030611157417297, 0.4764901399612427, 0.5552076101303101, 0.13998179137706757, 0.19904720783233643, 0.5414775609970093, 1.3864237070083618, 0.6609104871749878, 0.704379677772522, 0.7609543204307556, 0.8182534575462341]	3
124	[0.9010122418403625, -0.44192928075790405, -1.027925729751587, 0.039495378732681274, -1.497008204460144, -0.22620029747486115, -0.18532192707061768, -1.0036721229553223]	[0.8596242070198059, -1.974595546722412, -1.002396583557129, -0.8257495164871216, 0.8653088212013245, 1.761365294456482, 0.4980909526348114, 0.5338712930679321, -0.16726630926132202, -0.5376116037368774, -2.237975597381592, -0.7607289552688599, -0.22829794883728027, 0.7601054310798645, 0.9100220799446106, 1.31463623046875]	6.0	0.0	[-1.0103775262832642, -0.48857712745666504, -0.43524664640426636, -0.6423133611679077, 0.8644118905067444, -0.3877432644367218, 1.2631572484970093, -1.5210028886795044]	[1.5145844221115112, -0.0165578443557024, -0.6410128474235535, -0.8500755429267883, -0.22726231813430786, -0.1553845852613449, -0.15768206119537354, -0.28521808981895447, -0.2870869040489197, -0.5525941848754883, -0.2706737816333771]	4
125	[-0.21904172003269196, 0.5527511835098267, 0.38529300689697266, -2.0044057369232178, -0.23336488008499146, 1.0228475332260132, -0.19001555442810059, -0.9801815152168274]	[-0.3910121023654938, 2.034409284591675, 0.9991846084594727, 0.9537436366081238, -1.0364705324172974, 2.673745632171631, 0.009648263454437256, -1.5362130403518677, -3.4898343086242676, 0.43207478523254395, -1.8086860179901123, -0.8972055912017822, -0.9192085266113281, -2.377258777618408, -3.484515428543091, 1.5907244682312012]	5.0	0.0	[0.049260713160037994, 0.19136959314346313, 0.5711727738380432, -0.26051682233810425, 0.20627737045288086, 1.4406206607818604, -0.6328175663948059, -1.0319913625717163]	[1.3516161441802979, -0.4392501413822174, -0.6567317843437195, -0.8828372955322266, 0.17818106710910797, -0.5772854089736938, -0.27666816115379333, -0.9951024651527405, -0.7213600277900696, -0.8909386396408081, -0.41936081647872925]	3
126	[-0.05705985426902771, 0.8940439224243164, -0.8643218874931335, -0.591793954372406, -0.6864627599716187, 0.2729658782482147, -2.35642147064209, -0.07760706543922424]	[0.5186288356781006, 1.2696235179901123, 0.6282578706741333, -0.7720898985862732, 1.4825172424316406, -0.37219512462615967, -1.5245919227600098, 1.1214027404785156, -0.2383725643157959, -1.164896011352539, -1.0585206747055054, 0.10715650767087936, -1.000544786453247, -0.11199569702148438, 0.7658737301826477, 0.09296813607215881]	1.0	0.0	[0.5777977108955383, 1.3772679567337036, 0.967762291431427, -0.30560892820358276, 1.2193517684936523, 0.7455366253852844, 0.32188400626182556, -0.19711877405643463]	[2.043018341064453, -0.5854936838150024, -0.11292248219251633, -0.6408267617225647, -0.9131094813346863, -0.1527709811925888, 0.9901284575462341, -0.21768103539943695, 0.00258120009675622, 0.231535866856575, 0.1408136785030365]	6
127	[-1.5746339559555054, -0.35039961338043213, 0.4475412964820862, 0.7853161096572876, 1.9370958805084229, 0.3680433928966522, 0.8583153486251831, 1.3751435279846191]	[-0.50157630443573, 1.389370083808899, -0.31699585914611816, -1.076708197593689, -0.3966088891029358, -2.7975451946258545, 0.17685920000076294, -0.313160240650177, -1.1796952486038208, 0.21594077348709106, 1.1146003007888794, -1.3924118280410767, -0.9674892425537109, -1.6637349128723145, -1.3605687618255615, -0.9622784852981567]	7.0	0.0	[1.6982142925262451, -0.5376743078231812, -0.4907316565513611, -0.5857253670692444, -1.710373044013977, -1.594099998474121, -1.548648715019226, 1.887863278388977]	[1.6169856786727905, -0.3873130679130554, 0.02418273501098156, -0.5094560980796814, -0.6305054426193237, -0.6457148790359497, -0.16432741284370422, -0.48972827196121216, -0.5682215094566345, -0.6008546352386475, -0.5529091954231262]	0
128	[-0.7780659794807434, -0.5671275854110718, 0.19241011142730713, -0.4047715365886688, 0.19175782799720764, -0.3293467164039612, -1.3095909357070923, 0.13139235973358154]	[0.7179654240608215, -2.2716925144195557, 0.6842470169067383, -0.07399794459342957, 1.413090705871582, -0.8820507526397705, 1.312300682067871, -0.025284290313720703, -0.17861706018447876, -0.07833492755889893, -1.505913496017456, -0.22196707129478455, 0.21043604612350464, 0.5563473105430603, -0.25089794397354126, 0.6095091104507446]	7.0	1.0	[0.41775232553482056, 0.7544765472412109, 0.12305134534835815, 0.6188875436782837, 0.45141249895095825, -0.7061506509780884, -0.48131680488586426, 0.7630478739738464]	[-0.6312934160232544, 2.8363077640533447, -0.5395461916923523, -0.15614821016788483, -0.5271470546722412, 0.24253584444522858, 0.5780987739562988, 1.155315637588501, 0.7329029440879822, 1.0077630281448364, 1.0422327518463135]	3
129	[-0.9106621742248535, 1.7654814720153809, 0.3169375956058502, -1.9468871355056763, -0.7186019420623779, 0.47891315817832947, -2.0384976863861084, 1.2740333080291748]	[-0.6688023209571838, 4.692293167114258, 0.5180020928382874, 2.017299175262451, -0.7054792046546936, 1.2231602668762207, -2.3111863136291504, 0.3103806972503662, -5.053881645202637, -0.5868401527404785, -1.6747188568115234, 1.9843209981918335, -2.9722182750701904, -3.128153085708618, -1.9088122844696045, 2.307244062423706]	0.0	1.0	[2.1085824966430664, 1.8314471244812012, 1.8345777988433838, -1.0088871717453003, 1.2389681339263916, -0.42336058616638184, -1.153263807296753, -0.2078634798526764]	[-0.7698603868484497, 2.4406216144561768, -0.5135467052459717, 0.23028218746185303, -0.20641548931598663, 0.2547857463359833, -0.14557796716690063, 0.4040779769420624, 0.49936971068382263, 0.5426483154296875, 0.572627604007721]	3
130	[0.38840651512145996, 0.02108842134475708, -0.7971211671829224, -0.9904822111129761, -0.9733836650848389, 0.1107124388217926, -4.077285289764404, -0.8421914577484131]	[0.7194640636444092, 1.986031413078308, 2.01987624168396, 0.06985768675804138, 1.3255550861358643, 2.3996357917785645, 0.4490416646003723, -0.31198790669441223, -3.8610377311706543, -0.03228464722633362, -0.21413671970367432, 0.953002393245697, -0.2611229419708252, -1.6389161348342896, 0.15623891353607178, 2.8131351470947266]	1.0	4.0	[3.325318903080188e-05, 2.3534886837005615, 1.2740252017974854, 1.2199283838272095, 2.353307008743286, 1.2597607374191284, 1.2661561965942383, 0.021547267213463783]	[-0.4302717447280884, -0.5528234243392944, -0.29067686200141907, 0.2858932614326477, 1.0579490661621094, -0.6774202585220337, -0.6678907871246338, -0.4969446659088135, -0.5011337399482727, -0.5732212066650391, -0.4650166630744934]	0
131	[-0.48802220821380615, 0.4797664284706116, -0.8524245023727417, -0.3215342164039612, -0.24786823987960815, 0.0800243616104126, 0.32216358184814453, -0.6394953727722168]	[-1.4289779663085938, 1.0074142217636108, -0.923283576965332, 0.7628154754638672, -0.6517486572265625, 0.24045634269714355, 1.05105721950531, 0.587246835231781, -3.597055435180664, -1.0943766832351685, -1.0611791610717773, -0.1099819540977478, -0.8597589731216431, -1.7294917106628418, -0.3684757351875305, -0.045236825942993164]	5.0	4.0	[-0.5178950428962708, -0.3986682593822479, -0.42342573404312134, -0.8914945721626282, -0.26820123195648193, 0.733993649482727, -0.6036657094955444, -0.5778056383132935]	[-0.71001797914505, -0.4254336953163147, -0.6262379884719849, 0.46527624130249023, 1.42965829372406, -0.8245807886123657, -0.6979576945304871, -0.4631739854812622, -0.5951604247093201, -0.576561689376831, -0.532797634601593]	4
132	[-0.2711339592933655, -0.05808442831039429, -0.42143964767456055, -0.611431360244751, -1.239515781402588, 0.8181700706481934, 0.39815306663513184, -0.23754394054412842]	[0.7435190677642822, 1.7768069505691528, -0.4101712703704834, -0.3406553268432617, -1.456798791885376, 2.557257890701294, -0.9984656572341919, -0.56614750623703, -1.1861457824707031, -2.0365705490112305, -2.1208016872406006, -0.8028472065925598, -0.679232120513916, -0.04507768154144287, -0.34134966135025024, -0.2994861602783203]	6.0	3.0	[0.052006348967552185, -0.46463704109191895, 0.0837065801024437, -1.2854498624801636, 0.07345879822969437, -0.7540771961212158, 0.3186919391155243, -1.2238709926605225]	[-1.0569632053375244, -0.012603267095983028, -0.7770487070083618, 1.9619214534759521, -0.5458683371543884, -0.6631467342376709, -0.2661941647529602, -0.38991084694862366, -0.6851862072944641, -0.26045840978622437, -0.16972173750400543]	3
