	z_a	z_e	a	e	a_logits	e_logits	e_in
484	[0.9150770306587219, 1.5195668935775757, 0.28387412428855896, 1.9254262447357178]	[3.3913040161132812, -1.7889312505722046, 7.95614767074585, 10.777033805847168, -8.29008960723877, -13.209062576293945, -12.13607120513916, -3.4639763832092285]	7.0	3.0	[-0.6072295904159546, -0.6229031682014465, -0.8096500635147095, 1.055438756942749, -0.024521732702851295, -0.31042808294296265, 0.6245782375335693, 1.1645599603652954]	[-0.9246183037757874, -0.6425117254257202, -0.7390234470367432, 1.5045158863067627, -0.5090104341506958, -0.21725334227085114, -0.45418253540992737, -0.4023447334766388, -0.582850456237793, -0.36483311653137207, -0.4115679860115051]	6
485	[1.6049877405166626, 1.842341661453247, 2.4608752727508545, -0.7625436782836914]	[2.765401601791382, -4.959936141967773, 9.513513565063477, 9.956033706665039, -8.74996566772461, -10.089198112487793, -11.433287620544434, -1.3752562999725342]	6.0	0.0	[-0.33080899715423584, 0.804051399230957, 0.34114953875541687, 0.32241156697273254, 1.1628745794296265, 0.9099892973899841, 1.3371063470840454, -0.8179959058761597]	[1.1949666738510132, -0.673664927482605, 0.03315885737538338, 0.025402020663022995, -1.7257503271102905, -0.7120331525802612, 0.15110893547534943, -0.025018814951181412, -0.10011227428913116, -0.16656944155693054, -0.09056700021028519]	0
486	[1.0525578260421753, 2.5466771125793457, 1.360917329788208, -0.7135663032531738]	[3.494222402572632, -7.74592924118042, 7.37958288192749, 8.182361602783203, -5.814754962921143, -10.678345680236816, -10.049219131469727, -3.0606348514556885]	4.0	3.0	[0.46960216760635376, 1.1883760690689087, 0.9282259345054626, 0.7996368408203125, 1.3974522352218628, 1.012630581855774, 1.0205525159835815, -0.04715684801340103]	[-0.26369181275367737, -0.003554170485585928, -0.5103791952133179, 1.906772255897522, -0.614898145198822, 0.28152596950531006, 0.9688915014266968, 0.9542816877365112, 0.8865265250205994, 0.9558242559432983, 0.8941786885261536]	3
487	[1.3504654169082642, 0.7955428957939148, 2.107729434967041, -0.8332325220108032]	[2.231813430786133, -5.995314121246338, 5.492802619934082, 10.037528991699219, -10.370441436767578, -11.703351974487305, -11.540909767150879, -2.7243123054504395]	6.0	0.0	[-0.30132752656936646, 0.3415926694869995, 0.11694923788309097, -0.27979576587677, 0.5420836210250854, 0.29807040095329285, 0.7859371900558472, -1.1033443212509155]	[1.156089186668396, -0.6931471228599548, -0.0784732848405838, -0.5259957313537598, 0.08607310801744461, 0.5818149447441101, 0.4734708070755005, 0.5239737629890442, 0.287198543548584, 0.38077908754348755, 0.3341669738292694]	0
488	[-1.423398494720459, -1.7173266410827637, -0.9388352036476135, -0.8081474304199219]	[2.515695571899414, -8.138182640075684, 8.821688652038574, 10.90998649597168, -7.870830535888672, -9.907718658447266, -12.079582214355469, -2.9133520126342773]	0.0	2.0	[1.7827062606811523, -0.18052852153778076, 0.8382044434547424, -1.5462100505828857, -1.2437145709991455, -1.0814809799194336, -2.328277587890625, -0.30626052618026733]	[0.7879059910774231, 0.5947124361991882, 1.2704684734344482, 0.4674833118915558, 0.3075837790966034, 0.7478020191192627, 1.2374716997146606, 0.9797499179840088, 0.9425337910652161, 1.1983851194381714, 1.2228901386260986]	4
489	[0.4370496869087219, 0.010993897914886475, 1.787733793258667, -1.110898733139038]	[2.1107449531555176, -6.398763656616211, 6.480836391448975, 11.469087600708008, -7.93270206451416, -12.729896545410156, -14.512262344360352, -5.2238383293151855]	2.0	0.0	[0.38343244791030884, 0.4795680046081543, 0.5427972674369812, -0.7929753065109253, 0.1645922213792801, 0.2831622064113617, -0.14875419437885284, -1.1027288436889648]	[2.5084352493286133, -0.5650967359542847, 1.2272027730941772, -0.41907569766044617, -1.5188353061676025, 0.030794687569141388, 0.668666660785675, 0.6106329560279846, 0.7259567379951477, 0.5061690211296082, 0.5900592803955078]	4
490	[0.1430913507938385, -0.19197985529899597, 0.48062872886657715, -0.17008580267429352]	[3.044576644897461, -5.462116718292236, 7.483654975891113, 11.219791412353516, -10.630615234375, -12.611997604370117, -14.151926040649414, -2.1703121662139893]	0.0	6.0	[0.4120778739452362, -0.1730511486530304, 0.12183257192373276, -0.5596458911895752, -0.39004015922546387, -0.47246772050857544, -0.5382697582244873, -0.3175037205219269]	[0.46038153767585754, -0.5224846005439758, -0.08104638010263443, 0.23840166628360748, 0.6853821277618408, 0.35575759410858154, 0.7998745441436768, 0.5775932669639587, 0.5223777890205383, 0.6452131271362305, 0.7549993395805359]	4
491	[1.0177358388900757, 2.463395595550537, 2.086524248123169, -0.15670695900917053]	[5.748474597930908, -5.893452167510986, 7.191593647003174, 10.960708618164062, -10.41745376586914, -11.849652290344238, -13.47895336151123, -5.096792221069336]	5.0	4.0	[0.0920545682311058, 1.1162627935409546, 0.6482229232788086, 0.8808758854866028, 1.33230721950531, 1.3560186624526978, 1.107132077217102, 0.08232564479112625]	[-1.0715274810791016, -0.0569579042494297, -0.38800889253616333, 0.6524818539619446, 0.7994573712348938, 0.04405445605516434, -0.024064823985099792, 0.08565329760313034, 0.13682594895362854, 0.04823671653866768, -0.049111779779195786]	4
492	[1.9314038753509521, 0.3247528672218323, 1.6619328260421753, 1.068173885345459]	[2.1176886558532715, -3.779080629348755, 8.977524757385254, 9.801789283752441, -10.392409324645996, -11.904807090759277, -11.467455863952637, -3.4557321071624756]	6.0	3.0	[-1.596433401107788, -1.1227333545684814, -1.4668031930923462, 0.039520081132650375, -0.3124457597732544, -0.746979832649231, 1.099764108657837, -0.48455363512039185]	[-0.5354452729225159, -0.23629841208457947, -0.7093058228492737, 0.7392956018447876, 0.14912045001983643, -0.06290509551763535, -0.573064386844635, -0.6457735300064087, -0.5097083449363708, -0.6541871428489685, -0.558040201663971]	3
493	[1.0690715312957764, 1.0717146396636963, 1.3881264925003052, -0.40825241804122925]	[3.2771594524383545, -4.172375202178955, 5.81514310836792, 9.12707233428955, -9.128094673156738, -11.23185920715332, -11.380597114562988, -2.1492810249328613]	6.0	3.0	[-0.055041152983903885, 0.2902382016181946, 0.168131485581398, 0.04370291903614998, 0.48699501156806946, 0.1791638880968094, 0.602074384689331, -0.5070172548294067]	[-0.9136025309562683, -0.5083791613578796, -0.7130653858184814, 1.7686657905578613, -0.18054458498954773, -0.2768871784210205, 0.023551320657134056, 0.3774929642677307, 0.19238099455833435, 0.2576755881309509, 0.3034905195236206]	3
494	[-1.36130690574646, -0.5710903406143188, -2.482785701751709, 0.4570578634738922]	[1.1971752643585205, -6.5347371101379395, 9.076558113098145, 9.07168960571289, -6.99452018737793, -10.137959480285645, -11.556939125061035, -2.368096351623535]	0.0	5.0	[1.7886393070220947, -0.5208736062049866, 0.5438732504844666, -0.431302547454834, -1.174133062362671, -1.4823025465011597, -2.070174217224121, 1.088287353515625]	[0.46605271100997925, 0.6594861745834351, 0.9179564714431763, 0.6716856956481934, 0.2885366678237915, 1.058407187461853, 1.0065933465957642, 0.8111117482185364, 0.7677574157714844, 0.8007850646972656, 1.0101734399795532]	2
495	[0.9587194919586182, 0.6650435328483582, 2.1412220001220703, -1.0737977027893066]	[3.280879259109497, -5.568367004394531, 7.23567008972168, 8.79974365234375, -8.825360298156738, -9.384729385375977, -13.047454833984375, -4.536492347717285]	1.0	3.0	[0.06316792964935303, 0.6007213592529297, 0.4509820342063904, -0.4269145131111145, 0.5562363862991333, 0.5133161544799805, 0.4645686149597168, -1.1142749786376953]	[-1.283403992652893, -0.6111757755279541, -0.2230222374200821, 2.2819535732269287, 0.6077386736869812, 0.73731929063797, 1.1304041147232056, 0.8877336382865906, 0.8201159834861755, 1.0142343044281006, 0.9925207495689392]	3
496	[2.1036629676818848, 2.9891161918640137, 1.5025339126586914, -0.21453671157360077]	[3.3775646686553955, -4.621108531951904, 6.795723915100098, 8.7618408203125, -12.453706741333008, -10.363607406616211, -12.745399475097656, -2.350891590118408]	6.0	0.0	[-0.4678041338920593, 0.6590604186058044, 0.15288235247135162, 1.1915658712387085, 1.4874653816223145, 0.631054699420929, 1.9343593120574951, -0.100279800593853]	[2.6212921142578125, -1.1587629318237305, 0.1100810095667839, -0.3094117343425751, -1.5450851917266846, -1.2004810571670532, 0.2795870006084442, 0.4038967788219452, 0.17512176930904388, 0.20251137018203735, 0.3664805591106415]	0
497	[1.56954824924469, 1.42020583152771, 3.0483458042144775, -0.49214011430740356]	[2.573249340057373, -4.424966812133789, 7.1048078536987305, 10.51669692993164, -8.858565330505371, -11.002106666564941, -10.857026100158691, -2.5054917335510254]	6.0	2.0	[-0.6436077952384949, 0.6386449933052063, 0.07207655906677246, 0.13091059029102325, 0.9549031257629395, 1.0128036737442017, 1.2820219993591309, -0.9488207697868347]	[0.5015362501144409, 0.6859169602394104, 0.8169248104095459, -0.2597220838069916, -1.260984182357788, -0.06230700761079788, 0.2600609064102173, 0.45240721106529236, 0.04154492914676666, 0.21110226213932037, 0.10191070288419724]	2
498	[0.8130491375923157, -0.8777234554290771, 0.5897847414016724, 1.268815040588379]	[4.7849884033203125, -3.0252442359924316, 5.274216175079346, 10.125516891479492, -7.912199974060059, -11.847478866577148, -11.605164527893066, -2.9161605834960938]	7.0	1.0	[-0.9172163605690002, -1.4715254306793213, -1.3468639850616455, -0.530777633190155, -1.1620115041732788, -1.3345168828964233, -0.1802024394273758, -0.1724228709936142]	[-0.8396829962730408, 0.4570876359939575, -0.1156144067645073, -0.1783716082572937, 0.2838717997074127, 0.26954323053359985, -0.43158429861068726, -0.28299856185913086, -0.14242421090602875, -0.22010253369808197, -0.20532695949077606]	0
499	[0.12090040743350983, 2.8126330375671387, -0.11546722054481506, 2.673558473587036]	[1.127286672592163, 0.6163721680641174, 4.5679216384887695, 7.306760311126709, -8.867260932922363, -12.316153526306152, -10.60600471496582, -4.36452579498291]	7.0	0.0	[0.08937045186758041, 0.09181014448404312, -0.17249782383441925, 2.0437257289886475, 0.4975627660751343, 0.609672486782074, 0.46318259835243225, 2.5106630325317383]	[-0.05755527690052986, -0.9316124320030212, -0.7208787202835083, -0.5234916806221008, -0.22287754714488983, -1.3980158567428589, -1.0710554122924805, -1.2043671607971191, -1.363876223564148, -1.613863468170166, -1.3974223136901855]	3
500	[1.4495809078216553, 0.5254251956939697, 2.1346323490142822, -0.5472424626350403]	[3.3431878089904785, -6.165643215179443, 8.900018692016602, 11.037027359008789, -9.183356285095215, -11.491464614868164, -14.336578369140625, -2.5191051959991455]	6.0	3.0	[-0.5744665861129761, 0.03405679389834404, -0.2058124989271164, -0.35094237327575684, 0.3154820501804352, 0.07749682664871216, 0.7932062745094299, -1.115346074104309]	[-0.7662504315376282, -0.6249052882194519, -0.6097747683525085, 2.1873576641082764, -0.4547019302845001, -0.2107667475938797, 0.6331490278244019, 0.6170931458473206, 0.37291666865348816, 0.648618757724762, 0.612747848033905]	3
501	[1.5477759838104248, -0.31890642642974854, 0.8873907923698425, -0.5911373496055603]	[2.9927282333374023, -5.20347261428833, 8.840459823608398, 10.041762351989746, -11.719359397888184, -12.72589111328125, -14.23416519165039, -2.4875431060791016]	6.0	4.0	[-0.5988250374794006, -0.7543740272521973, -0.6239468455314636, -0.784008800983429, -0.3658876121044159, -1.159557819366455, 0.4248517155647278, -1.2877451181411743]	[0.8794254660606384, -0.9275612235069275, -0.45830267667770386, 0.5266651511192322, 0.9955238103866577, 0.0038630773779004812, 0.5415440201759338, 0.5415664315223694, 0.5599613189697266, 0.6044716238975525, 0.8530410528182983]	4
502	[1.5136115550994873, 1.1707464456558228, 2.5634944438934326, -0.10565643012523651]	[1.2641820907592773, -6.265762805938721, 6.562502384185791, 9.274699211120605, -8.968331336975098, -10.986139297485352, -16.01654815673828, -2.4166319370269775]	6.0	4.0	[-0.7342150211334229, 0.2603735029697418, -0.20850303769111633, 0.12862412631511688, 0.6379132270812988, 0.5998539924621582, 1.123142957687378, -0.7331388592720032]	[-0.7731955051422119, -0.4741177558898926, -0.8513708710670471, 0.393120139837265, 1.9305925369262695, 0.47049421072006226, 0.069264255464077, -0.1611475944519043, -0.15965214371681213, -0.19987836480140686, -0.019606729969382286]	3
503	[1.0037075281143188, 2.523510456085205, 1.454711675643921, -1.1476986408233643]	[2.4555776119232178, -7.329266548156738, 9.381632804870605, 9.264448165893555, -8.90267276763916, -10.563594818115234, -14.287313461303711, -3.7804977893829346]	4.0	3.0	[0.6692729592323303, 1.4054176807403564, 1.1819462776184082, 0.6519448161125183, 1.5124343633651733, 1.1218385696411133, 0.9656260013580322, -0.277618944644928]	[0.21226240694522858, -0.6785635948181152, 0.376842737197876, 1.2655586004257202, 0.4594985544681549, 0.22165513038635254, 0.8192487955093384, 0.7260473370552063, 0.745092511177063, 0.6070311665534973, 0.9034175872802734]	0
504	[-0.404798299074173, -1.6909151077270508, 0.6359798312187195, -0.8375561237335205]	[2.9773287773132324, -6.680789947509766, 8.956295013427734, 8.619767189025879, -9.75565242767334, -9.73679256439209, -12.965548515319824, -3.432748317718506]	0.0	0.0	[0.7076759338378906, -0.33505889773368835, 0.23962724208831787, -1.6247260570526123, -1.0153765678405762, -0.8057284951210022, -1.3973743915557861, -1.0650421380996704]	[2.4308619499206543, 0.5111618638038635, 0.8898096680641174, -1.119002342224121, -1.3513014316558838, 0.11845427751541138, 0.8172106146812439, 0.9131062030792236, 0.6514813899993896, 0.6069076657295227, 0.7151603102684021]	7
505	[1.3798828125, 0.387551486492157, 2.1642508506774902, -0.4467827379703522]	[3.162294864654541, -7.392642021179199, 8.025473594665527, 10.53333568572998, -10.373526573181152, -10.801264762878418, -13.816594123840332, -2.6892991065979004]	6.0	2.0	[-0.6050620675086975, -0.03267717361450195, -0.2666682302951813, -0.4012734293937683, 0.22066645324230194, 0.053832583129405975, 0.7130944132804871, -1.094802737236023]	[0.025193534791469574, 0.9045265913009644, 2.0237815380096436, -0.6142673492431641, 1.6428165435791016, 1.1505097150802612, 1.3253811597824097, 0.9215813875198364, 1.1188462972640991, 1.0125287771224976, 1.057175874710083]	4
506	[1.4079318046569824, 0.8990026712417603, 1.1485838890075684, -0.24295197427272797]	[3.0766029357910156, -7.575166702270508, 8.64171028137207, 9.373053550720215, -7.369113922119141, -11.704977035522461, -13.400276184082031, -3.7548828125]	6.0	4.0	[-0.3828994035720825, -0.11786632984876633, -0.21908147633075714, 0.005312493536621332, 0.28842246532440186, -0.2811393141746521, 0.760278582572937, -0.5963180065155029]	[-1.6845440864562988, -0.3287876844406128, -0.6425694227218628, 0.9809921383857727, 2.0445220470428467, -0.046709634363651276, 0.3351903259754181, 0.18259327113628387, 0.4537053108215332, 0.6443544626235962, 0.7222570180892944]	3
507	[1.0804758071899414, 0.7189835906028748, 2.2001824378967285, -0.3340309262275696]	[3.0539729595184326, -4.443603515625, 9.225176811218262, 9.820211410522461, -7.292849063873291, -12.713648796081543, -12.806073188781738, -2.9446163177490234]	6.0	6.0	[-0.3463163673877716, 0.27124038338661194, 0.005737619008868933, -0.1783963143825531, 0.40284743905067444, 0.43611717224121094, 0.6198237538337708, -0.7748270630836487]	[0.30958953499794006, -0.6276863813400269, 1.0828092098236084, 0.7686330676078796, 0.9953789710998535, -0.09187833219766617, 1.093215823173523, 0.9952319860458374, 1.0321823358535767, 0.957049548625946, 0.96780925989151]	0
508	[1.1192137002944946, 4.128936767578125, 1.0374245643615723, 0.5443732738494873]	[4.104087829589844, -3.1509811878204346, 6.741224765777588, 9.291268348693848, -9.005051612854004, -12.014893531799316, -13.416627883911133, -2.236628293991089]	3.0	0.0	[0.3443557322025299, 1.3798644542694092, 0.8468382954597473, 2.0992491245269775, 1.9194906949996948, 1.5482468605041504, 1.585798978805542, 1.285446047782898]	[0.40682440996170044, -0.2659895122051239, -1.4002509117126465, -0.2124817818403244, 0.05388737842440605, -0.21749792993068695, -0.01076994463801384, -0.19377745687961578, -0.40391841530799866, -0.642885148525238, -0.4246731698513031]	0
509	[1.8890053033828735, -1.5561672449111938, 1.9666790962219238, 0.5269052386283875]	[2.4584107398986816, -4.119875431060791, 7.879001140594482, 10.03844165802002, -10.9707670211792, -11.362018585205078, -11.76035213470459, -4.876720905303955]	6.0	4.0	[-1.8701794147491455, -1.7828937768936157, -1.8974988460540771, -1.2162996530532837, -1.1896283626556396, -1.5349408388137817, 0.5017902851104736, -1.576188564300537]	[-0.07091109454631805, -0.9236342906951904, -1.3580029010772705, -0.3487950563430786, 0.4034217596054077, -0.47695064544677734, -0.9135623574256897, -0.7960518598556519, -0.9212539792060852, -0.5996702909469604, -0.682174801826477]	0
