
/disk/junlin/EmoSp/bart-our/-LIGHT-TRANS4/all_loss0.6_0.2_0.2_kl-lr_2e-05-Emoin-nopp-empp-ensitu-vae-mvae256-wo_comet-vad-0.3124_II
vocab size = 50265
Some weights of BartForConditionalGeneration were not initialized from the model checkpoint at facebook/bart-base and are newly initialized: ['encoder.layers.0.attn_layer_norm_comet.weight', 'encoder.layers.0.attn_layer_norm_comet.bias', 'encoder.layers.1.attn_layer_norm_comet.weight', 'encoder.layers.1.attn_layer_norm_comet.bias', 'encoder.layers.2.attn_layer_norm_comet.weight', 'encoder.layers.2.attn_layer_norm_comet.bias', 'encoder.layers.3.attn_layer_norm_comet.weight', 'encoder.layers.3.attn_layer_norm_comet.bias', 'encoder.layers.4.attn_layer_norm_comet.weight', 'encoder.layers.4.attn_layer_norm_comet.bias', 'encoder.layers.5.attn_layer_norm_comet.weight', 'encoder.layers.5.attn_layer_norm_comet.bias', 'encoder.layers.5.muAttn.k_proj.weight', 'encoder.layers.5.muAttn.k_proj.bias', 'encoder.layers.5.muAttn.v_proj.weight', 'encoder.layers.5.muAttn.v_proj.bias', 'encoder.layers.5.muAttn.q_proj.weight', 'encoder.layers.5.muAttn.q_proj.bias', 'encoder.layers.5.muAttn.out_proj.weight', 'encoder.layers.5.muAttn.out_proj.bias', 'encoder.emotion_head.weight', 'encoder.emotion_head.bias', 'encoder.batchNorm_emotion.weight', 'encoder.batchNorm_emotion.bias', 'encoder.batchNorm_emotion.running_mean', 'encoder.batchNorm_emotion.running_var', 'encoder.batchNorm_strategy.weight', 'encoder.batchNorm_strategy.bias', 'encoder.batchNorm_strategy.running_mean', 'encoder.batchNorm_strategy.running_var', 'encoder.strategy_embedding.weight', 'encoder.multi_state_LayerNorm.weight', 'encoder.multi_state_LayerNorm.bias', 'encoder.strategy_head.weight', 'encoder.strategy_head.bias', 'encoder.trans_mat.emotion_embedding.weight', 'encoder.trans_mat.h_prior_emo.weight', 'encoder.trans_mat.h_prior_emo.bias', 'encoder.trans_mat.h_prior_strat.weight', 'encoder.trans_mat.h_prior_strat.bias', 'encoder.trans_mat.mu_prior.weight', 'encoder.trans_mat.mu_prior.bias', 'encoder.trans_mat.logvar_prior.weight', 'encoder.trans_mat.logvar_prior.bias', 'encoder.trans_mat.Dense_z_prior.weight', 'encoder.trans_mat.Dense_z_prior.bias', 'encoder.trans_mat.h_posterior_emo.weight', 'encoder.trans_mat.h_posterior_emo.bias', 'encoder.trans_mat.h_posterior_strat.weight', 'encoder.trans_mat.h_posterior_strat.bias', 'encoder.trans_mat.mu_posterior.weight', 'encoder.trans_mat.mu_posterior.bias', 'encoder.trans_mat.logvar_posterior.weight', 'encoder.trans_mat.logvar_posterior.bias', 'encoder.strat_cat_attn.V', 'encoder.strat_cat_attn.W.weight', 'encoder.emo_cat_attn.V', 'encoder.emo_cat_attn.W.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.0.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.0.encoder_attn_layer_norm_comet.weight', 'decoder.layers.0.encoder_attn_layer_norm_comet.bias', 'decoder.layers.0.encoder_attn_layer_norm_total.weight', 'decoder.layers.0.encoder_attn_layer_norm_total.bias', 'decoder.layers.1.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.1.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.1.encoder_attn_layer_norm_comet.weight', 'decoder.layers.1.encoder_attn_layer_norm_comet.bias', 'decoder.layers.1.encoder_attn_layer_norm_total.weight', 'decoder.layers.1.encoder_attn_layer_norm_total.bias', 'decoder.layers.2.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.2.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.2.encoder_attn_layer_norm_comet.weight', 'decoder.layers.2.encoder_attn_layer_norm_comet.bias', 'decoder.layers.2.encoder_attn_layer_norm_total.weight', 'decoder.layers.2.encoder_attn_layer_norm_total.bias', 'decoder.layers.3.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.3.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.3.encoder_attn_layer_norm_comet.weight', 'decoder.layers.3.encoder_attn_layer_norm_comet.bias', 'decoder.layers.3.encoder_attn_layer_norm_total.weight', 'decoder.layers.3.encoder_attn_layer_norm_total.bias', 'decoder.layers.4.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.4.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.4.encoder_attn_layer_norm_comet.weight', 'decoder.layers.4.encoder_attn_layer_norm_comet.bias', 'decoder.layers.4.encoder_attn_layer_norm_total.weight', 'decoder.layers.4.encoder_attn_layer_norm_total.bias', 'decoder.layers.5.encoder_attn_layer_norm_strategy.weight', 'decoder.layers.5.encoder_attn_layer_norm_strategy.bias', 'decoder.layers.5.encoder_attn_layer_norm_comet.weight', 'decoder.layers.5.encoder_attn_layer_norm_comet.bias', 'decoder.layers.5.encoder_attn_layer_norm_total.weight', 'decoder.layers.5.encoder_attn_layer_norm_total.bias', 'fuse_st_emo.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
  0%|                                                                                                                                          | 0/510 [00:00<?, ?it/s]
without comet
Testing:  22%|█████████████████████████▉                                                                                            | 505/2295 [02:20<09:29,  3.15it/s]
I think you should try to find a new job, even if it' s just for a short time.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I know how hard it can be to get away from family. I have been in that position myself and it is really hard to get back out there.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. Have you tried to talk to your professor about it?
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I understand, I have been in a similar situation. I was in a position where I had to leave my job and move to another country.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
i started to feel depressed and then i started to look for a new hobby.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
it' s been a rough year for everyone. i' ve been in a lot of pain and anxiety.

Testing:  22%|██████████████████████████▍                                                                                           | 513/2295 [02:22<06:10,  4.81it/s]
Ok so you feel like you' re at your end and you don' t know how to act and react to this?
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I have a few old style electrical plugs, but I never did. I think it' s a great idea to get them out there.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Self-disclosure]'}
I am doing well, thanks for asking.
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I wish you all the best.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
I' m sorry to hear that. What' s going on?
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Question]'}
I think that it is a good idea to talk to someone about this and see if they can help you.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I understand that. I' ve been in a similar situation and I know how hard it can be to get through it.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Reflection of feelings]'}
I understand how you feel. I have been in a similar situation and I know how hard it is to talk to people about this.

Testing:  23%|██████████████████████████▋                                                                                           | 519/2295 [02:24<10:56,  2.70it/s]
i think that is a good thing to keep in mind. it is hard to see things going so slowly, but there are still things to look forward to.
{'ref strategy': '[Question]', 'hyp strategy': '[Self-disclosure]'}
you' re welcome. i hope you have a great day.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
I understand how you feel. I lost a cat about a year ago and it was very painful. I know how hard it is to move on from it. I have tried to focus on my cats and my family, but it has been very difficult.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Self-disclosure]'}
I' m sure that you are doing a great job of managing your routine. Do you have any other activities that you enjoy doing?
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Question]'}
I have tried to meditate before, but it has been really hard. I think that you should try to find a new hobby that you enjoy.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Self-disclosure]'}
i am sorry to hear that. i have been in the same situation myself.

Testing:  23%|██████████████████████████▉                                                                                           | 523/2295 [02:26<12:50,  2.30it/s]
I' m sorry to hear that. I' ve been in that situation myself, and I know how stressful it can be to not have a gift that' s always there for you. I know it' s hard to find something to give to someone, but I know you can do it!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how that would be upsetting. I' ve had to deal with a lot of people who were jealous of me and I know how hard it is to not feel like you care about someone.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am sorry to hear that. What' s going on?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
You too!
{'ref strategy': '[Question]', 'hyp strategy': '[Others]'}
I know it is hard, but I know you can get through this!
{'ref strategy': '[Question]', 'hyp strategy': '[Greeting]'}
I' m sorry to hear that. I' ve had similar problems with friends before. I know it' s hard to find friends, but I know you can get through this!

Testing:  23%|███████████████████████████▎                                                                                          | 532/2295 [02:28<06:52,  4.27it/s]
I think that it is important to remember that you are not alone and that you can do this.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sorry to hear that. What is making you feel this way?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
You too!
{'ref strategy': '[Greeting]', 'hyp strategy': '[Greeting]'}
I understand. I was in a mental hospital and I was told that I was not supposed to be working for them.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that' s a great idea! I know it' s hard to keep busy but I think you can do it!
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I see. I think you should start your own business and see what happens.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I can understand how you are feeling. I have been in the same situation myself and it is really hard to get out of bed.
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
yes, i am from the US.
{'ref strategy': '[Others]', 'hyp strategy': '[Self-disclosure]'}
i' m glad to hear that. i hope you have a great rest of your day.

Testing:  23%|███████████████████████████▋                                                                                          | 539/2295 [02:30<09:15,  3.16it/s]
I' m sure that you' re feeling the same way. I' ve been in the same situation myself and it' s been very difficult to get out of bed and take care of myself.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Affirmation and Reassurance]'}
I use YouTube as well. I also have a lot of videos on youtube that I can use to get my mind off of things.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Providing Suggestions or Information]'}
I can understand how that would be difficult. I have had friends who do not pay for my food or drinks, and I know how hard it is to not have them around.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I' m sure you' re feeling a bit lonely right now. I' ve been in a similar situation before.
{'ref strategy': '[Question]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m sorry to hear that. I' ve been feeling this way myself for a while and it' s been very hard to get over.

Testing:  24%|████████████████████████████                                                                                          | 545/2295 [02:32<07:58,  3.66it/s]
I am sorry to hear that. How long have you been here?
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I can understand that - I have struggled with this too. I had to sit my exams for almost thirty years and I was so nervous about failing.
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Self-disclosure]'}
i' m sorry to hear that. what happened?
{'ref strategy': '[Reflection of feelings]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I can understand that. I have been in a similar situation and I know how hard it is to get out of it.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I have lost a friend too. I was very close to my best friend and we had a great time together. I can tell that you are really sad about losing him. I know it is hard to get through this but I know that you will get through it.
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think you could start to feel better about yourself and your marriage.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
Hello, how are you doing today?

Testing:  24%|████████████████████████████▍                                                                                         | 552/2295 [02:34<08:07,  3.58it/s]
I can understand how you feel. I have been in a similar situation and I know how stressful it can be.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Self-disclosure]'}
I think that you should start looking online and see if there are any jobs that are open to you.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m from California so I know that' s a lot of music. I also like rap and rap.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Providing Suggestions or Information]'}
I' m glad that you are feeling better. I hope that you can find some new ways to get back on track.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Greeting]'}
I am a writer. I have been in the same situation. I can relate to that.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I think that you are very mature and have a good understanding of what is going on.
{'ref strategy': '[Question]', 'hyp strategy': '[Question]'}
I' m sorry to hear that. I think you should try to focus on yourself and your work.

Testing:  24%|████████████████████████████▋                                                                                         | 559/2295 [02:36<08:07,  3.56it/s]
I can see that you are feeling a bit lonely. I think it is important to make time for yourself and your family.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
i think you should get a new haircut! i think you will be so much happier with it!
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I understand that. I have been in the same situation and it can be very difficult to talk to parents about this.
{'ref strategy': '[Restatement or Paraphrasing]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am glad that you are able to talk to someone about this. I know it can be hard to find someone to talk with, but I think you will find someone who is genuine and open to talking to.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Affirmation and Reassurance]'}
Yes, you should try to focus on yourself. You can' t control everything.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I understand. I lost my job a few years ago and it was really hard to get out of the house. I think you should try to do something to help him.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I' m glad I could help!

Testing:  25%|█████████████████████████████▏                                                                                        | 567/2295 [02:38<05:36,  5.13it/s]
i' m sorry to hear that.
{'ref strategy': '[Question]', 'hyp strategy': '[Restatement or Paraphrasing]'}
I' m glad I could help! I hope you feel better soon!
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Greeting]'}
I think that it was a rumor started by someone who was jealous of you.
{'ref strategy': '[Question]', 'hyp strategy': '[Providing Suggestions or Information]'}
I am doing well. How are you?
{'ref strategy': '[Greeting]', 'hyp strategy': '[Question]'}
I think that it' s time to give up on everything. I think that you are doing the right thing by letting your mind go and letting your heart take over.
{'ref strategy': '[Others]', 'hyp strategy': '[Self-disclosure]'}
I think that you should try to talk to him and see if he is willing to listen to your feelings.
{'ref strategy': '[Providing Suggestions or Information]', 'hyp strategy': '[Providing Suggestions or Information]'}
I think that it is best to let things out first. I think that you can do this.
{'ref strategy': '[Affirmation and Reassurance]', 'hyp strategy': '[Affirmation and Reassurance]'}
I understand. I have tried to play with friends but they were not interested..
{'ref strategy': '[Self-disclosure]', 'hyp strategy': '[Affirmation and Reassurance]'}
You too!

Testing:  25%|█████████████████████████████▋                                                                                        | 577/2295 [02:40<05:05,  5.63it/s]
